token_context,word_context,seg_context,sent_cotext,label
"['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #TAUTHOR_TAG,']","['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #TAUTHOR_TAG,']","['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #TAUTHOR_TAG,']","['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #TAUTHOR_TAG, #AUTHOR_TAG.', '']",1
"['Extent,etc.', 'Sincetheargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering #TAUTHOR_TAG,InformationExtraction(Surdeanuetal.2003),andMachineTranslation(Bo']","['someadjunctssuchasTemporal,Manner,Extent,etc.', 'Sincetheargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering #TAUTHOR_TAG,InformationExtraction(Surdeanuetal.2003),andMachineTranslation(Boas2002).', '']","['someadjunctssuchasTemporal,Manner,Extent,etc.', 'Sincetheargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering #TAUTHOR_TAG,InformationExtraction(Surdeanuetal.2003),andMachineTranslation(Bo']","['', 'TypicaltagsincludeAgent,Patient,Source,etc.andsomeadjunctssuchasTemporal,Manner,Extent,etc.', 'Sincetheargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering #TAUTHOR_TAG,InformationExtraction(Surdeanuetal.2003),andMachineTranslation(Boas2002).', '']",0
"['word,SemCatofpredicate+SemCatoflastword,predicate+SemCatofheadword,SemCatofpredicate+headword.', 'ThesemanticcategoriesofverbsandotherwordsareextractedfromtheSemanticKnowledge-baseofContemporaryChinese #TAUTHOR_TAG']","['word,SemCatofpredicate+SemCatoflastword,predicate+SemCatofheadword,SemCatofpredicate+headword.', 'ThesemanticcategoriesofverbsandotherwordsareextractedfromtheSemanticKnowledge-baseofContemporaryChinese #TAUTHOR_TAG']","['offirstword,SemCatofpredicate+SemCatoflastword,predicate+SemCatofheadword,SemCatofpredicate+headword.', 'ThesemanticcategoriesofverbsandotherwordsareextractedfromtheSemanticKnowledge-baseofContemporaryChinese #TAUTHOR_TAG']","['Cat(semanticcategory)ofpredicate,Sem-Catoffirstword,SemCatofheadword,SemCatoflastword,SemCatofpredicate+SemCatoffirstword,SemCatofpredicate+SemCatoflastword,predicate+SemCatofheadword,SemCatofpredicate+headword.', 'ThesemanticcategoriesofverbsandotherwordsareextractedfromtheSemanticKnowledge-baseofContemporaryChinese #TAUTHOR_TAG']",5
"['', ' #TAUTHOR_TAGdidveryencouragingworkonthefeaturecalibrationofsemanticrolelabeling.', 'TheyfoundoutthatdifferentfeaturessuitedfordifferentsubtasksofSRL,i.e.semanticroleidentificationandclassification.', 'Forsemanticanalysis,developingfeaturesthatcapturetherightkindofinformationiscrucial.', '']","['', ' #TAUTHOR_TAGdidveryencouragingworkonthefeaturecalibrationofsemanticrolelabeling.', 'TheyfoundoutthatdifferentfeaturessuitedfordifferentsubtasksofSRL,i.e.semanticroleidentificationandclassification.', 'Forsemanticanalysis,developingfeaturesthatcapturetherightkindofinformationiscrucial.', '']","['', ' #TAUTHOR_TAGdidveryencouragingworkonthefeaturecalibrationofsemanticrolelabeling.', 'TheyfoundoutthatdifferentfeaturessuitedfordifferentsubtasksofSRL,i.e.semanticroleidentificationandclassification.', 'Forsemanticanalysis,developingfeaturesthatcapturetherightkindofinformationiscrucial.', '']","['', ' #TAUTHOR_TAGdidveryencouragingworkonthefeaturecalibrationofsemanticrolelabeling.', 'TheyfoundoutthatdifferentfeaturessuitedfordifferentsubtasksofSRL,i.e.semanticroleidentificationandclassification.', 'Forsemanticanalysis,developingfeaturesthatcapturetherightkindofinformationiscrucial.', 'ExperimentsonChineseSRL(XueandPalmer2005,Xue2008)reassuredthesefindings']",0
"['SRLandproducedpromisingresults.', 'AfterthePropBank #TAUTHOR_TAGwasbuilt, #AUTHOR_TAGand #AUTHOR_TAGhaveproducedmorecompleteandsystematicresearchonChineseSRL.', '']","['SRLandproducedpromisingresults.', 'AfterthePropBank #TAUTHOR_TAGwasbuilt, #AUTHOR_TAGand #AUTHOR_TAGhaveproducedmorecompleteandsystematicresearchonChineseSRL.', '']","['ChineseSRLandproducedpromisingresults.', 'AfterthePropBank #TAUTHOR_TAGwasbuilt, #AUTHOR_TAGand #AUTHOR_TAGhaveproducedmorecompleteandsystematicresearchonChineseSRL.', '']","['', 'ThispapermadethefirstattemptonChineseSRLandproducedpromisingresults.', 'AfterthePropBank #TAUTHOR_TAGwasbuilt, #AUTHOR_TAGand #AUTHOR_TAGhaveproducedmorecompleteandsystematicresearchonChineseSRL.', '']",0
"['', 'ExperimentsonChineseSRL #TAUTHOR_TAG,Xue2008)reassuredthesefindings']","['crucial.', 'ExperimentsonChineseSRL #TAUTHOR_TAG,Xue2008)reassuredthesefindings']","['', 'ExperimentsonChineseSRL #TAUTHOR_TAG,Xue2008)reassuredthesefindings']","['', 'ExperimentsonChineseSRL #TAUTHOR_TAG,Xue2008)reassuredthesefindings']",4
"['hasbuiltasemanticroleclassifierexploitingtheinterdependenceofsemanticroles.', 'Ithasturnedthesinglepointclassificationproblemintothesequencelabelingproblemwiththeintroductionofsemanticcontextfeatures.', 'Se-manticcontextfeaturesindicatesthefeaturesex-tractedfromtheargumentsaroundthecurrentone.', 'Wecanusewindowsizetorepresentthescopeofthecontext.', '']","['hasbuiltasemanticroleclassifierexploitingtheinterdependenceofsemanticroles.', 'Ithasturnedthesinglepointclassificationproblemintothesequencelabelingproblemwiththeintroductionofsemanticcontextfeatures.', 'Se-manticcontextfeaturesindicatesthefeaturesex-tractedfromtheargumentsaroundthecurrentone.', 'Wecanusewindowsizetorepresentthescopeofthecontext.', '']","['hasbuiltasemanticroleclassifierexploitingtheinterdependenceofsemanticroles.', 'Ithasturnedthesinglepointclassificationproblemintothesequencelabelingproblemwiththeintroductionofsemanticcontextfeatures.', 'Se-manticcontextfeaturesindicatesthefeaturesex-tractedfromtheargumentsaroundthecurrentone.', 'Wecanusewindowsizetorepresentthescopeofthecontext.', '']","['hasbuiltasemanticroleclassifierexploitingtheinterdependenceofsemanticroles.', 'Ithasturnedthesinglepointclassificationproblemintothesequencelabelingproblemwiththeintroductionofsemanticcontextfeatures.', 'Se-manticcontextfeaturesindicatesthefeaturesex-tractedfromtheargumentsaroundthecurrentone.', 'Wecanusewindowsizetorepresentthescopeofthecontext.', '']",5
"['ained.', ' #TAUTHOR_TAGhasmadethefirstattemptworkingonthesinglesemanticroleleveltomakefurtherimprovement.', '']","['wemakediscriminationsofargumentsandadjuncts,theanalysisisstillcoarse-grained.', ' #TAUTHOR_TAGhasmadethefirstattemptworkingonthesinglesemanticroleleveltomakefurtherimprovement.', '']","['ained.', ' #TAUTHOR_TAGhasmadethefirstattemptworkingonthesinglesemanticroleleveltomakefurtherimprovement.', '']","['wemakediscriminationsofargumentsandadjuncts,theanalysisisstillcoarse-grained.', ' #TAUTHOR_TAGhasmadethefirstattemptworkingonthesinglesemanticroleleveltomakefurtherimprovement.', '']",1
"['totheresearchonEnglish,theresearchonChineseSRLisstillinitsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG.', ' #AUTHOR_TAG']","['totheresearchonEnglish,theresearchonChineseSRLisstillinitsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG.', ' #AUTHOR_TAG']","['totheresearchonEnglish,theresearchonChineseSRLisstillinitsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG.', ' #AUTHOR_TAG']","['paredtotheresearchonEnglish,theresearchonChineseSRLisstillinitsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAG.', '']",0
"['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #AUTHOR_TAG, #TAUTHOR_TAG.', '']","['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #AUTHOR_TAG, #TAUTHOR_TAG.', '']","['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #AUTHOR_TAG, #TAUTHOR_TAG.', '']","['provethatourmethodiseffective,wealsomakeacomparisonbetweentheperformancesofoursystemand #AUTHOR_TAG, #TAUTHOR_TAG.', '']",1
"['maybestillusefulbecausethattheinformation,providedbythehigh-leveldescriptionofselfdescriptivefeatures,e.g.', 'phrasetype,arelimited.', 'befoundinfigure2,whichissimilarwiththatin #TAUTHOR_TAG']","['maybestillusefulbecausethattheinformation,providedbythehigh-leveldescriptionofselfdescriptivefeatures,e.g.', 'phrasetype,arelimited.', 'befoundinfigure2,whichissimilarwiththatin #TAUTHOR_TAG']","['maybestillusefulbecausethattheinformation,providedbythehigh-leveldescriptionofselfdescriptivefeatures,e.g.', 'phrasetype,arelimited.', 'befoundinfigure2,whichissimilarwiththatin #TAUTHOR_TAG']","['', 'Thearchitecturesofhierarchicalsemanticroleclassifierscan2Extrafeaturese.g.', 'predicatemaybestillusefulbecausethattheinformation,providedbythehigh-leveldescriptionofselfdescriptivefeatures,e.g.', 'phrasetype,arelimited.', 'befoundinfigure2,whichissimilarwiththatin #TAUTHOR_TAG']",1
"[',subcatframe,phrasetype,firstword,lastword,subcatframe+,predicate,path,headwordanditsPOS,predicate+headword,predicate+phrasetype,pathtoBAandBEI,verbclass3,verbclass+headword,verbclass+phrasetype,from #TAUTHOR_TAG']","[',subcatframe,phrasetype,firstword,lastword,subcatframe+,predicate,path,headwordanditsPOS,predicate+headword,predicate+phrasetype,pathtoBAandBEI,verbclass3,verbclass+headword,verbclass+phrasetype,from #TAUTHOR_TAG']","[',subcatframe,phrasetype,firstword,lastword,subcatframe+,predicate,path,headwordanditsPOS,predicate+headword,predicate+phrasetype,pathtoBAandBEI,verbclass3,verbclass+headword,verbclass+phrasetype,from #TAUTHOR_TAG']","[',subcatframe,phrasetype,firstword,lastword,subcatframe+,predicate,path,headwordanditsPOS,predicate+headword,predicate+phrasetype,pathtoBAandBEI,verbclass3,verbclass+headword,verbclass+phrasetype,from #TAUTHOR_TAG']",5
"['2004),InformationExtraction(Surdeanuetal.2003),andMachineTranslation #TAUTHOR_TAG.', '']","['theargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering(NarayananandHarabagiu2004),InformationExtraction(Surdeanuetal.2003),andMachineTranslation #TAUTHOR_TAG.', '']","['theargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering(NarayananandHarabagiu2004),InformationExtraction(Surdeanuetal.2003),andMachineTranslation #TAUTHOR_TAG.', '']","['', 'Sincetheargumentscanprovideusefulsemanticinformation,theSRLiscrucialtomanynaturallanguageprocessingtasks,suchasQuestionandAnswering(NarayananandHarabagiu2004),InformationExtraction(Surdeanuetal.2003),andMachineTranslation #TAUTHOR_TAG.', '']",0
"['', 'Weusethesamedatasettingwith #TAUTHOR_TAG,howeverabitdifferentfrom #AUTHOR_TAG']","['', 'Weusethesamedatasettingwith #TAUTHOR_TAG,howeverabitdifferentfrom #AUTHOR_TAG']","['', 'Weusethesamedatasettingwith #TAUTHOR_TAG,howeverabitdifferentfrom #AUTHOR_TAG']","['', 'Weusethesamedatasettingwith #TAUTHOR_TAG,howeverabitdifferentfrom #AUTHOR_TAG']",5
"['stage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG.', '']","['itsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG.', '']","['itsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG.', '']","['', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAG.', '']",0
"['', 'ExperimentsonChineseSRL(XueandPalmer2005, #TAUTHOR_TAGreassuredthesefindings']","['', 'ExperimentsonChineseSRL(XueandPalmer2005, #TAUTHOR_TAGreassuredthesefindings']","['', 'ExperimentsonChineseSRL(XueandPalmer2005, #TAUTHOR_TAGreassuredthesefindings']","['', 'ExperimentsonChineseSRL(XueandPalmer2005, #TAUTHOR_TAGreassuredthesefindings']",0
"['', ' #TAUTHOR_TAGhasmadesomepreliminaryattemptontheideaofhierarchicalsemanticrolelabeling.', '']","['ChineseSRL.', ' #TAUTHOR_TAGhasmadesomepreliminaryattemptontheideaofhierarchicalsemanticrolelabeling.', '']","['ChineseSRL.', ' #TAUTHOR_TAGhasmadesomepreliminaryattemptontheideaofhierarchicalsemanticrolelabeling.', '']","['', ' #TAUTHOR_TAGhasmadesomepreliminaryattemptontheideaofhierarchicalsemanticrolelabeling.', 'However,withoutconsiderationsonhowtoutilizethecharacteristicsoflinguisticallysimilarsemanticroles,thepurposeofthehierarchicalsystemistosimplifytheclassificationprocesstomakeitlesstimeconsuming.', 'SothehierarchicalsystemintheirpaperperformsalittleworsethanthetraditionalSRLsystems,althoughitismoreefficient.', '']",0
"['stage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG.', ' #AUTHOR_TAG']","['itsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG.', ' #AUTHOR_TAG']","['itsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG.', ' #AUTHOR_TAG']","['paredtotheresearchonEnglish,theresearchonChineseSRLisstillinitsinfancystage.', 'PreviousworkonChineseSRLmainlyfocusedonhowtotransplantthemachinelearningmethodswhichhasbeensuccessfulwithEnglish,suchas #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAG.', '']",0
"['', 'Weusethesamedatasettingwith #AUTHOR_TAG,howeverabitdifferentfrom #TAUTHOR_TAG']","['', 'Weusethesamedatasettingwith #AUTHOR_TAG,howeverabitdifferentfrom #TAUTHOR_TAG']","['', 'Weusethesamedatasettingwith #AUTHOR_TAG,howeverabitdifferentfrom #TAUTHOR_TAG']","['', 'Weusethesamedatasettingwith #AUTHOR_TAG,howeverabitdifferentfrom #TAUTHOR_TAG']",1
['candidatefeaturetemplatesinclude:Voicefrom #TAUTHOR_TAG'],['candidatefeaturetemplatesinclude:Voicefrom #TAUTHOR_TAG'],['candidatefeaturetemplatesinclude:Voicefrom #TAUTHOR_TAG'],['candidatefeaturetemplatesinclude:Voicefrom #TAUTHOR_TAG'],5
"['ChinesePropBankhaslabeledthepredicateargumentstructuresofsentencesfromtheChineseTreeBank #TAUTHOR_TAG.', 'Itisconstitutedoftwoparts.', '']","['ChinesePropBankhaslabeledthepredicateargumentstructuresofsentencesfromtheChineseTreeBank #TAUTHOR_TAG.', 'Itisconstitutedoftwoparts.', '']","['ChinesePropBankhaslabeledthepredicateargumentstructuresofsentencesfromtheChineseTreeBank #TAUTHOR_TAG.', 'Itisconstitutedoftwoparts.', '']","['ChinesePropBankhaslabeledthepredicateargumentstructuresofsentencesfromtheChineseTreeBank #TAUTHOR_TAG.', 'Itisconstitutedoftwoparts.', 'Oneisthelabeleddata,whichindicatesthepositionsofthepredicatesanditsargumentsintheChineseTreebank.', '']",5
"['Rolelabeling(SRL)wasfirstdefinedin #TAUTHOR_TAG.', 'ThepurposeofSRLtaskistoidentifyandclassifythesemanticrolesofeachpredicateinasentence.', 'Thesemanticrolesaremarkedandeachofthemisassignedatagwhichindicatesthetype']","['Rolelabeling(SRL)wasfirstdefinedin #TAUTHOR_TAG.', 'ThepurposeofSRLtaskistoidentifyandclassifythesemanticrolesofeachpredicateinasentence.', 'Thesemanticrolesaremarkedandeachofthemisassignedatagwhichindicatesthetype']","['Rolelabeling(SRL)wasfirstdefinedin #TAUTHOR_TAG.', 'ThepurposeofSRLtaskistoidentifyandclassifythesemanticrolesofeachpredicateinasentence.', 'Thesemanticrolesaremarkedandeachofthemisassignedatagwhichindicatesthetype']","['Rolelabeling(SRL)wasfirstdefinedin #TAUTHOR_TAG.', 'ThepurposeofSRLtaskistoidentifyandclassifythesemanticrolesofeachpredicateinasentence.', 'Thesemanticrolesaremarkedandeachofthemisassignedatagwhichindicatesthetypeofthesemanticrelationwiththerelatedpredicate.', 'TypicaltagsincludeAgent,Patient,Source,etc.andsomeadjunctssuchasTemporal,Manner,Extent,etc.', '']",0
"['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguation']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']",0
"['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguation']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']",0
"['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguation']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']","['', 'Inmostrecentresearch,NEs(person,locationandorganisations)areextractedfromthetextandusedasasourceofevidencetocalculatethesimilaritybetweendocuments-seeforinstance #TAUTHOR_TAG.', 'Forinstance, #AUTHOR_TAGusesNEscoocurringwiththeambiguousmentionsofanameasakeyfeatureforthedisambiguationprocess.', '']",0
